address,business_name,email,numbers,website
"Broadcasting House, Sani Abacha Way, Dutse, Jigawa Nigeria",Jigawa State broadcasting Corporation Dutse Jigawa Nigeria,,"064-721058,064-721058",
"Maikwano House, 10 Haikimi Street, Dutse, Jigawa Nigeria",Royal Computer Academy Dutse Jigawa Nigeria,,8038347849,
"11 Sani Abacha Way, Dutse, Jigawa Nigeria",TransRoyal Courier Dutse Jigawa Nigeria,,7086459910,
"3 Civil Defence Road, Dutse, Jigawa Nigeria",Zenith Carex International Ltd Dutse Jigawa Nigeria,,"808,611,518,808,058,000,000",http://www.zenithcarex.com/#!/
"Dutse, , Jigawa Nigeria",Jigawa Mass Transit Ltd  Jigawa Nigeria,,,
"Sule Ibrahim Building, Kiyawa Road, Dutse, Jigawa Nigeria",PragmaTech Ltd Dutse Jigawa Nigeria,,"806,163,796,608,077,000,000",
"Tashir, Jahun, Dutse, Jigawa Nigeria",Mustaphar Paskito Mechanic Dutse Jigawa Nigeria,,80784320134,
"Mechanical Village, Dutse, Jigawa Nigeria",Gadawur Millenium Engineering Services Dutse Jigawa Nigeria,,8034679755,
"Dutse, , Jigawa Nigeria",Jigawa Golden Stars FC  Jigawa Nigeria,,,
"Opp Jigawa Investment, Dutse, Jigawa Nigeria",Tobiora And Sons Dutse Jigawa Nigeria,,8038334357,
"Kiyawa Road, Dutse, Jigawa Nigeria",Jigawa Hotels Ltd Dutse Jigawa Nigeria,,064-721470,
"Gumel-Ringim Road, Dutse, Jigawa Nigeria",Doves Guest House Dutse Jigawa Nigeria,,,
"No. 45, Chime Avenue, New heaven, Enugu State",Thumbs,officiallythumbsupmedia@gmail.com,"0811 955 5533,0905 712 2414",
"22/24 Ridgeway, GRA, Enugu state, Nigeria",National Directorate Of Employment NDE,,042 252 271,
"33, Park Avenue, GRA, Enugu State",National Arbovirus and Vectors Research Centre GRA Enugu State,navrc.fmoh@gmail.com,"0803 950 0205,0815 296 7712",https://www.navrc.org.ng/
"Ikembara Street, Independence Layout, Enugu State",Target Medical Service Independence Layout Enugu State,,,
"112 Abakpa Nike Road, Abakpa Nike, Enugu State",St. Georges Patent Medicine Complex Abakpa Nike Enugu State,,0803 872 5615,
"14 Collery Avenue, GRA, Enugu State",Ministry Of Culture And Tourism GRA Enugu State,,0803 509 0207,
"Ozubulu Street, Independence Layout, Enugu State",Green Radiographic Centre Independence Layout Enugu State,,,
"Ituku-Ozalla Enugu, Enugu State, Nigeria, UNTH Ituku-Ozalla, Enugu",Pain and Palliative Care Unit UNTH Ituku,epacresearchteam@gmail.com,"0816 928 3030,0806 356 3223",
"121 Nike Road, Abakpa Nike, Enugu State",Locks Veterinary Abakpa Nike Enugu State,,0806 358 1943,
"119 Agbani Road, Nise Bus Stop, Uwani, Enugu State",Kakaraka Uwani Enugu State,,0803 676 4019,
"7 Sir Victor Nwankwo Close, Trans-Ekulu, Enugu State",Floral Patent Medicine Shop Trans,,0803 091 9090,
"Lumumba Street, New Haven, Enugu State",Pascua Medicine Store New Haven Enugu State,,,
"A.C. Ugwu Street, Abakpa Nike, Enugu State",Doctor Okafor Medical Store Abakpa Nike Enugu State,,,
"Kambili Close, Campus 4, Monaque Avenue, Independence Layout, Enugu State",Divine Favour Medical And Cosmetics Store Independence Layout Enugu State,,0806 335 4743,
"No. 5 Amechi Close, Independence Layout, Enugu State, Nigeria","Blessed Global Services Independence Layout Enugu State, Nigeria",Fridaynwigwe3310@gmail.com,"0806 769 7991,0802 811 6540,0813 917 9781",
"Off Ofiere Bus Stop, Ugwuaji, Enugu State",Anty Mercy Medical Shop Ugwuaji Enugu State,,,
"Departure Hall, Enugu Airport, Enugu State",Vosan & Baacon Ltd Enugu Airport Enugu State,vince@vosanbaacon.net,0803 673 9175,http://www.vosanbaacon.net
"5-7 Vosan Drive, Independence Layout, Enugu State",Vosan Wellness Resort Independence Layout Enugu State,admin@vosanwellness.com,0803 490 9534,http://vosanwellness.com/index.html
"29 Abakaliki Road, GRA, Nigeria","Nigerian Medical Association, Enugu GRA Nigeria",nmaenugu@gmail.com,"0803 502 2602,0803 540 0397",https://nationalnma.org
"6 Market Road, Ogui, Enugu State, Nigeria","Spectrum Biomedical Services Ogui Enugu State, Nigeria",info@spectrumbiomedical.com,0803 473 0673,http://www.spectrumbiomedical.com/
"Abakpa Junction, Abakiliki Road, Nigeria",National Orthopadeic Hospital Enugu Abakiliki Road Nigeria,info@nohenugu.org.ng,"0813 848 1326,0705 449 8848,0903 539 9339",http://www.nohenugu.org.ng/
"Next to Holy Ghost Cathedral, Main Market, Ogui, Enugu State",Mother Of Christ Specialist Hospital Ogui Enugu State,,"0806 742 5637,0814 459 4364",http://www.motherofchristspecialisthospital.org.ng/
"2 Chikegweonwu Cresent, Phase 6, Trans Ekulu, Enugu State",Blue Torch Home Care Ltd Trans Ekulu Enugu State,info@bthomecare.com,"0703 577 4494,0708 180 1480,0816 783 7104",http://www.bthomecare.com
"Plot 23 Block, 2 Thinkers Corner, Enugu City, Enugu State Nigeria",Bina Foundation Enugu City Enugu State Nigeria,binafoundation@gmail.com,"0706 440 2038,0803 722 0604,0909 848 0221",http://www.binafoundation.net/
"45 Coal City Estate behind CBN Okpara Avenue, Enugu, Nigeria",Future Moves Recruitment Agency Enugu Nigeria,info@fmragency.com,"0902 926 4669,0805 138 2147",http://fmragency.com/
"No 53 Umuoji Street, Independence Layout, Enugu State Nigeria",KNOW Magazine Independence Layout Enugu State Nigeria,admin@knowmagazine.org,"0813 787 4961,0816 418 4300,0706 560 0739",
"19/21, Iguta Avenue, Enugu North, Enugu State Nigeria",Michelle Nini Blog Enugu North Enugu State Nigeria,mail@michelleniniblog.com,0803 890 7500,
"ESBS Building, Independence Layout, Enugu, Enugu State Nigeria",Enugu State Broadcasting Service,,"042 454 456,042 454 455,0803 332 3262",
"No 1, New Haven Shopping Mall, New Haven, Enugu Nigeria",Sundiata Post Media Limited New Haven Enugu Nigeria,info@sundiatapost.com,"0706 258 2838,0817 346 0599",http://sundiatapost.com/
"Television House, Independence Layout, Enugu, Nigeria",NTA Enugu Zonal Network Centre Enugu Nigeria,enuguzonalcentre@nta.ng,"0806 274 5342,042 450626",https://www.nta.ng/
"No 1B Ekpunobi Street By Ortigba Bus Stop, Enugu, Enugu State, Nigeria","Chinnatan Global Concept Recruitment Agency Enugu Enugu State, Nigeria",,0806 114 8105,
"Finest Rock Magazine, Enugu, Nigeria",Finest Rock Magazine Enugu Nigeria,info@finestrockmagazine.com.ng,0813 863 7626,http://www.finestrockmagazine.com.ng/
"EnuguDaily, Enugu, Nigeria",EnuguDaily Enugu Nigeria,contact@enugudaily.com,0813 514 9956,https://enugudaily.com/about-us/
"No 99 Ziks Avenue, Uwani, Enugu Nigeria",Amens Super News Uwani Enugu Nigeria,,0803 779 3766,https://amensupernews.com/us/
"Zone C, 212 New Market, Enugu, Enugu State Nigeria",Job Office Enugu Enugu State Nigeria,jobofficeonline@gmail.com,0803 261 7587,
"Plot 3, Constitution Road, G.R.A, Enugu, Nigeria",Enugu State water Corperation Enugu Nigeria,,0809 526 1441,
"1 CRC Crescent, WAEC Junction, Upper Presidential Road Independence Layout, Enugu Nigeria",Enugu State Community Resource Centre Upper Presidential Road Independence Layout Enugu Nigeria,enugustatecrc@gmail.com,"0814 081 8467,0816 136 4570",
"Enugu-Abakaliki Road, Abakpa, Enugu",82 Division Army Barracks Abakpa Enugu,,,
"Beside Speedway Gas Station, Old Enugu - Onitsha Road, , Enugu State",Trans,,,https://www.npf.gov.ng/
"46 Zik Avenue, Uwani, Enugu State",Uwani Police Station Uwani Enugu State,,,https://www.npf.gov.ng/
"3 Proda Road, Engineering Lab, Emene Industrial layout, Enugu State","Standard Organization Of Nigeria, Emene, Enugu Emene Industrial layout Enugu State",obidvd@yahoo.com,0803 409 2179,https://son.gov.ng/
"PPSMB Complex by NTA Road, Independence Layout, Enugu Nigeria",Post Primary Schools Management Board Enugu Independence Layout Enugu Nigeria,info@ppsmbenugu.com.ng,,https://ppsmbenugu.com.ng/
"Agbani Road, Uwani, Enugu State",Nigerian Postal Services Uwani Enugu State,,0809 619 6617,https://www.nipost.gov.ng/
"1/2 Collery Avenue, Enugu, Eungu Nigeria",Citizens' Right & Mediation Centre Enugu State Enugu Eungu Nigeria,,0706 541 2620,
"No. 7, Ridgeway, G.R.A., Enugu State",National Population Commission G.R.A. Enugu State,statedirector.enugu@nationalpopulation.gov.ng,042 257 377,https://www.nationalpopulation.gov.ng/
"10 Our Lord Street, by Monkey Roundabout, Independence Layout, Enugu State",Nigeria Deposit Insurance Cooperation Independence Layout Enugu State,,"0803 626 6587,042 290 273",https://ndic.gov.ng/
"Federal Secretariat Complex, Independence Layout, Enugu State",Nigerian Immigration Office Independence Layout Enugu State,nis.enugu@nigeriaimmigration.gov.ng,,https://immigration.gov.ng/
"Along Enugu Airport Road, Thinkers Corner, Emene, Enugu State","Nigerian Air Force Base Enugu Thinkers Corner, Emene Enugu State",,,https://www.airforce.mil.ng/
"5 F.S.P. Avenue, Independence Layout, Enugu State",Ministry Of Transport Independence Layout Enugu State,,042 254 176,https://www.enugustate.gov.ng/
"Government House, Independence Layout, Enugu State",Government House Independence Layout Enugu State,info@enugustate.gov.ng,,https://www.enugustate.gov.ng/
"8A Abakaliki Road, GRA, Enugu State",Federal Road Safety Commission GRA Enugu State,rs9hq.enugu@frsc.gov.ng,0807 769 0900,https://frsc.gov.ng/
"State Secretariat Complex, Okpara Avenue, Opposite State CID, GRA, Enugu, Nigeria",Enugu State Internal Revenue Service Enugu Nigeria,cae@byteworks.com.ng,"0814 990 6585,0807 562 5555,0903 000 1665",https://irs.en.gov.ng/irs
"Rafin Sanyi Area Yadi Qtrs, Dutse, Jigawa Nigeria",C N Morning Star Hotel Nigeria Ltd Dutse Jigawa Nigeria,,"806,244,744,708,036,000,000",
"Plot 106, Federal Government Collage Road, Independence Layout, Enugu State","EFCC, Enugu Office Independence Layout Enugu State",,,https://www.efccnigeria.org/efcc/
"21 Takur Site, Dutse, Jigawa Nigeria",Sw Laundry And Drycleaning Dutse Jigawa Nigeria,,7060696551,
"10 Park Avenue, GRA, Enugu State",DSS HQ Enugu GRA Enugu State,,0903 000 2189,https://www.dss.gov.ng/
"Plot 21 Kings Way Road GRA, Enugu, Nigeria",Enugu State Housing Development Corporation Enugu Nigeria,info@eshdc.org,"0809 111 1411,0803 310 0108,080 3344 2965",http://eshdc.org/
"Rafinsanyi Area, Hakimi street, Dutse, Jigawa Nigeria",Danmusa Hotel Dutse Jigawa Nigeria,,,
"Lions Building Complex, Government House, Independence Layout, Enugu, Enugu State",Enugu State Government Enugu Enugu State,info@enugustate.gov.ng,"(042) 451991,(042) 452519",http://www.enugustate.gov.ng/
"Rasinfenyi, Dutse, Jigawa Nigeria",Children of Faith Dutse Jigawa Nigeria,,8189228187,
"Hakeem Street, Dutse, Jigawa Nigeria",Haruna Co And Sons Dutse Jigawa Nigeria,,"803,790,756,808,074,000,000",
"Hakimi Street, Dutse, Jigawa Nigeria",Abraham Electronics Centre Dutse Jigawa Nigeria,,"803,213,707,508,059,000,000",
"Shop Q16 Ultra Modern Market, Bida Road, Dutse, Jigawa Nigeria",Usmania Art Dutse Jigawa Nigeria,,"813,556,652,608,181,000,000",
"20 Hakini Street, Dutse, Jigawa Nigeria",Damagani General Enterprise Dutse Jigawa Nigeria,,"806,257,959,008,062,000,000",
"3 Hakimi Street, Waff Road, Duste, Jigawa Nigeria",Mega Carpets And Rugs Duste Jigawa Nigeria,,"803,634,355,808,085,000,000",
"3 Abbatoar Road, Dutse, Jigawa Nigeria",Mamudawa Furnitures Dutse Jigawa Nigeria,,8038901725,
"Garki, Dutse, Jigawa Nigeria",Alsafa International Ltd Dutse Jigawa Nigeria,,8033112056,
"Dutse, , Jigawa Nigeria",Emir's Palace  Jigawa Nigeria,,,
"Plot 706 New GRA, Dutse, Jigawa Nigeria",Kudu Clinic And Maternity Dutse Jigawa Nigeria,,8038428479,
"Birnin-Kudu, Dutse, Jigawa Nigeria","Federal Medical Center, Birnin",,,
"Investment Buildng, Kiyawa Road, Dutse, Jigawa Nigeria",Mohis Computers Ltd Dutse Jigawa Nigeria,,8034901081,
"Along Dustse-wakanukuguma Road, Sabon Gari Danmasara, Dutse, Jigawa Nigeria",Rasheed Shekoni Specialist Hospital Dutse Jigawa Nigeria,,8067042501,
"Takur Site, Dutse, Jigawa Nigeria",Police Hospital Dutse Dutse Jigawa Nigeria,,"703,727,353,708,125,000,000",
"Kafin Hausa Road, Jahun, Dutse, Jigawa Nigeria",General Hospital Dutse Jigawa Nigeria,,"703,269,391,908,034,000,000",
"4 Aminu Inuwa Street, Kiyawa Road, Dutse, Jigawa Nigeria",Komnet Global Concept Dutse Jigawa Nigeria,,8032032046,
"3rd Floor, New State Secretariat Takur, Dutse, Jigawa Nigeria",Jigawa State Ministry of Agriculture Dutse Jigawa Nigeria,,,
"Aguyaka Village, Hadejia Road, Dutse, Jigawa Nigeria",Aguyaka Rice Farmers Cooperative Society Litd Dutse Jigawa Nigeria,,8085189197,
"YB Flat 10, Alhuda, Dutse, Jigawa Nigeria",Babawaziri Infotech (NIG) Ltd Dutse Jigawa Nigeria,,"809,894,880,008,063,000,000",
"Plot No. 3 Emirs' Drive P.M.B 5010, Kazaure, Jigawa",Kazaure School of Health Technology Kazaure Jigawa,kazaurehealthtech@gmail.com,"0806 793 9094,0805 360 2407",
"Ungwar Gidai Dubu, Dutse, Jigawa Nigeria",Lawal Farms Dutse Jigawa Nigeria,,7033447491,
"4 Sani Abacha Way, Dutse, Jigawa Nigeria",Asad Communications Dutse Jigawa Nigeria,,8067425584,
"7 Yaluwawa Street, Dutse, Jigawa Nigeria",Microworldlink Informatiion Technology Dutse Jigawa Nigeria,,8033445898,
"Gumel, Gumel, Jigawa Nigeria",Jigawa State College of Education Gumel Jigawa Nigeria,,9094544991,http://jscoeg.edu.ng/
"Showere Road, Dutse, Jigawa Nigeria",Dutse Model International Secondary School Dutse Jigawa Nigeria,,"803,651,221,708,036,000,000",
"2nd Floor, Old Building, New State Secretariat Complex, Dutse, Jigawa Nigeria",STEB Jigawa Dutse Jigawa Nigeria,info@stebjigawa.gov.ng,8062521097,http://stebjigawa.gov.ng/index.php
"Kiyawa Road, Dutse, Jigawa Nigeria",Jigawa State Polytechnic Dutse Jigawa Nigeria,,,http://jigpoly.edu.ng/
"Kafim Hausa Road, Hadejia, Jigawa Nigeria","Binyaminu Usman College of Agriculture, Hadejia Hadejia Jigawa Nigeria",,"80,273,746,540,802,500,000,000,000,000,000",http://bucoa.edu.ng/
"Ibrahim Aliyu way bye pass, Dutse, Jigawa, Nigeria","Federal University Dutse Dutse Jigawa, Nigeria",registrar@fud.edu.ng,0807 079 3965,http://fud.edu.ng/
"KM 3, Aba Opobo Road, Ogbor Hill, Aba, Abia State Nigeria",Magic FM Aba Abia State Nigeria,info@magicfmnigeria.com,"80,933,310,290,809,400,000,000,000,000,000",http://www.magicfmnigeria.com/
"71 Jubilee Road, Aba, Abia State",Newbearer Aba Abia State,,"80,333,609,500,808,200,000,000,000,000,000",http://newsbearerweeklymagazine.com/newsportal/
"9B Obigbo Street, GRA Opp. Abia State Polytechnic, By Keystone Bank, Aba, Abia State",Modern Communications Ltd Aba Abia State,contact.mcl@mcltvnetwork.com,7032980089,http://www.mcltvnetwork.com/
"No 8 Old Aba Road, Aba South, Aba, Abia State, Nigeria","Nma Shopping Mall Aba Abia State, Nigeria",,-610973,
"201, Old Express Road, Uratta, Aba, Abia State, Nigeria","Galadima Shopping Center Aba Abia State, Nigeria",,8063632462,
"171 Faulks Road, Ariaria, Aba, Abia State","Ariaria International Market Ariaria, Aba Abia State",,0813 364 0561,
"Enugu Abor Street, Abakpa Nike, Enugu State","World Source Palm Products Enterprise, Nigeria Abakpa Nike Enugu State",,0803 479 1820,
"Plot IN/41, Emene Industrial Layout, Enugu",Sunchi Integrated Farms Ltd Emene Industrial Layout Enugu,customercare@sunchifarms.com,"0803 422 9535,0817 182 5599",
"2nd shop Ime obodo line, New Market, Enugu",Oukshop New Market Enugu,odenigbouchenna@oukshop.ng,8122193835,
"Ebony Paint Road, Gariki, Enugu State Nigeria",Salvida Farms and Integrated Services Gariki Enugu State Nigeria,salvidafarms@gmail.com,0703 236 1217,
"Renuac Farms Limited, Nike, Enugu State Nigeria",Renuac Farms Limited Nike Enugu State Nigeria,,0816 075 8867,
"5, Emole Street, GRA, Enugu State Nigeria",Pure and Natural Honey GRA Enugu State Nigeria,suffix10@yahoo.com,0802 614 5250,
"Opposite Shop No 19 Salad Line,Holy ghost Park, Ogbete Main Market, Enugu",NueL Pure Honey Ogbete Main Market Enugu,nuelpurehoney@gmail.com,"809,215,195,908,101,000,000",
"153 Hospital Road, Aba, Abia State, Nigeria","Nigeria Newspoint Aba Abia State, Nigeria",,"803,707,259,108,064,000,000",http://nigerianewspoint.com/
"4 Presidential Road, Independence Layout, Enugu State",Nigerian Agricultural Co,,04 4245 0149,
"52, Kenneth Road, Achara Layout, Enugu State Nigeria",Sunny Motors Achara Layout Enugu State Nigeria,,"0803 552 6688,0801 416 1380",
"No 122 Ziks Avenue, Uwani, Enugu State",Patharisson Driving School Uwani Enugu State,,"0803 785 4913,0810 393 8129",
"113 Chime Avenue, New Heaven, Enugu State",Great Sunny Motor Spare Parts Enterprises Nig New Heaven Enugu State,,"0812 616 2083,0902 728 6046",
"Iva Valley Road, Coal Camp, Enugu State",Ken J Coal Camp Enugu State,,0706 078 5552,
"4 Davison Close, 4 Asata Street, Nkpornkiti, Enugu State",Francis Work Shop Nkpornkiti Enugu State,,,
"No 1 Mac Davies street, Npkokiti, Enugu State, Nigeria","Ifeco Automobile Npkokiti Enugu State, Nigeria",hilary_ify@yahoo.com,"0703 058 3398,0815 751 1568",
"Auto-Parts Market, Coal Camp, Enugu, Enugu State",Cool Penny Auto,,0803 772 8294,
"Onyebuchieze Avenue, City Layout Extension, Emene Junction, Thinkers Corner, Enugu State",White House Lodging and Bar Thinkers Corner Enugu State,,,
"Plot Sp4, Nike Lake Resort Road, Trans-Ekulu, Enugu State",Victoria Suites Trans,,0806 794 1887,
"OLD UNTH Road, Coal Camp, Enugu State",St. Calistus Hostel Coal Camp Enugu State,,,
"No 61 Obiagu Road, Ogui New Layout, Enugu Nigeria",Pathfinderproperties Ogui New Layout Enugu Nigeria,pathfinder.properties@yahoo.com,0805 911 7646,
"Plot 33 Amechi Road, Awkunanaw, Enugu Nigeria",Romchi Resort Hotel Awkunanaw Enugu Nigeria,romchiresorthotel@gmail.com,0906 162 4460,
"Godfrey Okoye University (Temporary Site), Thinkers Corner, Emene, Enugu State","Our Saviour Hostel Thinkers Corner, Emene Enugu State",,"0806 882 0118,0806 716 0418",
"No. 2 Glenz Metal Street, Opposite Nwannedinamba, Off Enugu-Abakiliki Expressway, New Haven Extension, Enugu State",New Haven Suite New Haven Extension Enugu State,,0816 255 4487,
"Plot 71 College Road, Upper Housing Estate, Abakpa Nike, Enugu Nigeria",Mirabeth Suites Abakpa Nike Enugu Nigeria,,"0703 902 3188,0807 488 1517",
"24 Ekulu Avenue, GRA, Enugu State, Nigeria","Veronica Suites GRA Enugu State, Nigeria",,0803 739 3870,
"Ezike Nwokolo Street, Trans-Ekulu, Enugu State",Le Villa Suites Trans,,,
"No 53, Chief Okeanonife Street, Golf Estate, G.R.A, Enugu Nigeria","Golf Le'meridien Hotel Golf Estate, G.R.A Enugu Nigeria",,"0817 110 6654,0803 300 0981",
"No 4 Antrim Lane, GRA, Enugu State",Eden Crest Hotel and Resort GRA Enugu State,,"0806 430 6986,0708 070 0874",
"Federal Secretariat Complex, Independence Layout, Enugu, Enugu State, Nigeria","Federal Ministry of Housing Independence Layout Enugu, Enugu State, Nigeria",,0803 315 2318,
"9 Onyiuke Street, Thinkers Corner, Enugu State",CCU Female Hostel Thinkers Corner Enugu State,,,
"7 Ifite Ukpo Street, New Haven, Enugu State",Davis Suites Ltd. New Haven Enugu State,,0806 773 3636,
"8 Obeledu Crescent Road, Trans-Ekulu, Enugu State",Bettys Inn and Suites Trans,,"0816 561 9756,0806 409 2512",
"Plot 4c Lobito Crescent, Off Nza Street, Independence Layout, Enugu Nigeria",Allen Suites Limited Independence Layout Enugu Nigeria,,"0806 092 2221,0812 222 5799",
"KM 13 Enugu/Abakaliki Express Road, Emene, Enugu State",Airport Valley Resort Emene Enugu State,,0809 652 4534,
"Godfrey Okoye University (Temporary Site), Thinkers Corner, Enugu State",Ad Gentes Hostel Thinkers Corner Enugu State,,,
"7B Ogbaru Street, Independence Layout, Enugu State",3d Suites Independence Layout Enugu State,,0808 301 6198,
"Plot 192, New GRA, Trans Ekulu Layout, Enugu State",Ekulu Apartments Trans Ekulu Layout Enugu State,enquiries@ekuluapartments.com,"0812 357 2913,0913 532 9264",https://www.ekuluapartments.com/
"No 1 De angelo Way, Golf Estate G.R.A, Enugu Nigeria",De Angelo Hotel & Resort Golf Estate G.R.A Enugu Nigeria,,0810 400 4000,http://www.deangelohotel.com/
"Opposite Overcomers Tourism Garden, Abakaliki Road, Airport Road, Thinkers Corner, Enugu State",Consuledge Ltd. Thinkers Corner Enugu State,,0815 468 2597,
